model_class,id,name,version,description,labels,icon,edam_operations,edam_topics,hidden,is_workflow_compatible,xrefs,versions,hidden_versions,link,min_width,target,has_parameters,panel_section_id,panel_section_name,form_style,tool_shed_repository.name,tool_shed_repository.owner,tool_shed_repository.changeset_revision,tool_shed_repository.tool_shed,tool_text
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_makedb/2.0.8,Diamond makedb,2.0.8,Build database from a FASTA file,[],,[],[],,True,"[{'value': 'diamond', 'type': 'bio.tools'}]","['0.6.13', '0.8.24', '0.9.21', '0.9.29', '2.0.8', '2.0.15+galaxy0', '2.1.11+galaxy0', '2.1.12+galaxy0', '2.1.13+galaxy0', '2.1.13+galaxy1', '2.1.16+galaxy0', '2.1.22+galaxy0', '2.1.22+galaxy1', '2.1.25+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fdiamond%2Fbg_diamond_makedb%2F2.0.8,-1,galaxy_main,True,rna_seq,RNA-seq,regular,diamond,bgruening,54f751e413f4,toolshed.g2.bx.psu.edu,Diamond makedb Build database from a FASTA file RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/diamond/bg_diamond_view/2.0.8,Diamond view,2.0.8,generate formatted output from DAA files,[],,[],[],,True,"[{'value': 'diamond', 'type': 'bio.tools'}]","['0.9.21', '0.9.29', '2.0.8', '2.0.15+galaxy0', '2.1.11+galaxy0', '2.1.12+galaxy0', '2.1.13+galaxy0', '2.1.13+galaxy1', '2.1.16+galaxy0', '2.1.22+galaxy0', '2.1.22+galaxy1', '2.1.25+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fdiamond%2Fbg_diamond_view%2F2.0.8,-1,galaxy_main,True,rna_seq,RNA-seq,regular,diamond,bgruening,54f751e413f4,toolshed.g2.bx.psu.edu,Diamond view generate formatted output from DAA files RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/salmon/salmon/1.10.1+galaxy4,Salmon quant,1.10.1+galaxy4,"Perform dual-phase, reads or mapping-based estimation of transcript abundance from RNA-seq reads",[],,[],[],,True,"[{'value': 'salmon', 'type': 'bio.tools'}]","['0.7.2', '0.8.2', '0.9.1', '0.11.2', '0.14.1.2', '0.14.1.2+galaxy1', '1.3.0+galaxy1', '1.5.1+galaxy0', '1.9.0+galaxy2', '1.10.1+galaxy0', '1.10.1+galaxy2', '1.10.1+galaxy4']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsalmon%2Fsalmon%2F1.10.1%2Bgalaxy4,-1,galaxy_main,True,rna_seq,RNA-seq,regular,salmon,bgruening,30d90b851d3c,toolshed.g2.bx.psu.edu,"Salmon quant Perform dual-phase, reads or mapping-based estimation of transcript abundance from RNA-seq reads RNA-seq"
Tool,toolshed.g2.bx.psu.edu/repos/iuc/goseq/goseq/1.44.0+galaxy0,goseq,1.44.0+galaxy0,tests for overrepresented gene categories,[],,['operation_2436'],['topic_3308'],,True,"[{'value': 'goseq', 'type': 'bio.tools'}]","['1.26.0', '1.36.0+galaxy0', '1.44.0+galaxy0', '1.44.0+galaxy2', '1.50.0+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fgoseq%2Fgoseq%2F1.44.0%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,goseq,iuc,ef2ad746b589,toolshed.g2.bx.psu.edu,goseq tests for overrepresented gene categories RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/trinity_align_and_estimate_abundance/trinity_align_and_estimate_abundance/2.15.1+galaxy0,Align reads and estimate abundance,2.15.1+galaxy0,on a de novo assembly of RNA-Seq data,[],,[],[],,True,"[{'value': 'trinity', 'type': 'bio.tools'}]","['2.8.5', '2.9.1', '2.9.1+galaxy1', '2.15.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftrinity_align_and_estimate_abundance%2Ftrinity_align_and_estimate_abundance%2F2.15.1%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,trinity_align_and_estimate_abundance,iuc,2fb4ee002432,toolshed.g2.bx.psu.edu,Align reads and estimate abundance on a de novo assembly of RNA-Seq data RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/trinity/trinity/2.15.1+galaxy1,Trinity,2.15.1+galaxy1,de novo assembly of RNA-Seq data,[],,[],[],,True,"[{'value': 'trinity', 'type': 'bio.tools'}]","['2.8.5', '2.9.1+galaxy1', '2.9.1+galaxy2', '2.15.1+galaxy0', '2.15.1+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftrinity%2Ftrinity%2F2.15.1%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,trinity,iuc,8f1c3df4dd49,toolshed.g2.bx.psu.edu,Trinity de novo assembly of RNA-Seq data RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/transdecoder/transdecoder/5.5.0+galaxy2,TransDecoder,5.5.0+galaxy2,finds coding regions within transcripts,[],,[],[],,True,"[{'value': 'TransDecoder', 'type': 'bio.tools'}]","['3.0.1', '5.5.0+galaxy0', '5.5.0+galaxy1', '5.5.0+galaxy2']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftransdecoder%2Ftransdecoder%2F5.5.0%2Bgalaxy2,-1,galaxy_main,True,rna_seq,RNA-seq,regular,transdecoder,iuc,ffd1300599a1,toolshed.g2.bx.psu.edu,TransDecoder finds coding regions within transcripts RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/scpipe/scpipe/1.0.0+galaxy2,scPipe,1.0.0+galaxy2,- preprocessing pipeline for single cell RNA-seq,[],,[],[],,True,"[{'value': 'scpipe', 'type': 'bio.tools'}]",['1.0.0+galaxy2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fscpipe%2Fscpipe%2F1.0.0%2Bgalaxy2,-1,galaxy_main,True,rna_seq,RNA-seq,regular,scpipe,iuc,a3b3ec00bf8f,toolshed.g2.bx.psu.edu,scPipe - preprocessing pipeline for single cell RNA-seq RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/feelnc/feelnc/0.2.1+galaxy0,FEELnc,0.2.1+galaxy0,FlExible Extraction of LncRNA,[],,[],[],,True,"[{'value': 'feelnc', 'type': 'bio.tools'}]","['0.1.1.1', '0.2', '0.2.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ffeelnc%2Ffeelnc%2F0.2.1%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,feelnc,iuc,55daa4712413,toolshed.g2.bx.psu.edu,FEELnc FlExible Extraction of LncRNA RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/seurat/seurat/4.3.0.1+galaxy1,Seurat,4.3.0.1+galaxy1,- toolkit for exploration of single-cell RNA-seq data,[],,[],[],,True,"[{'value': 'seurat', 'type': 'bio.tools'}]","['3.1.2', '3.1.5+galaxy2', '3.2.2+galaxy0', '4.0.5+galaxy0', '4.1.1+galaxy0', '4.2.0+galaxy0', '4.3.0+galaxy0', '4.3.0.1+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fseurat%2Fseurat%2F4.3.0.1%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,seurat,iuc,fab6ff46e019,toolshed.g2.bx.psu.edu,Seurat - toolkit for exploration of single-cell RNA-seq data RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/trinotate/trinotate/3.2.2+galaxy0,Trinotate,3.2.2+galaxy0,functional transcript annotation,[],,[],[],,True,"[{'value': 'trinotate', 'type': 'bio.tools'}]","['3.1.1', '3.2.1', '3.2.2+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftrinotate%2Ftrinotate%2F3.2.2%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,trinotate,iuc,2b093007fab9,toolshed.g2.bx.psu.edu,Trinotate functional transcript annotation RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/devteam/cummerbund/cummeRbund/2.16.0+galaxy1,cummeRbund,2.16.0+galaxy1,visualize Cuffdiff output,[],,[],[],,True,[],"['1.0.1', '2.16.0', '2.16.0+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fcummerbund%2FcummeRbund%2F2.16.0%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,cummerbund,devteam,c3b54a4b7741,toolshed.g2.bx.psu.edu,cummeRbund visualize Cuffdiff output RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/trinity_filter_low_expr_transcripts/trinity_filter_low_expr_transcripts/2.15.1+galaxy0,Filter low expression transcripts,2.15.1+galaxy0,from a Trinity assembly,[],,[],[],,True,"[{'value': 'trinity', 'type': 'bio.tools'}]","['2.8.5', '2.9.1', '2.15.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftrinity_filter_low_expr_transcripts%2Ftrinity_filter_low_expr_transcripts%2F2.15.1%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,trinity_filter_low_expr_transcripts,iuc,a35cba31d904,toolshed.g2.bx.psu.edu,Filter low expression transcripts from a Trinity assembly RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/trinity_contig_exn50_statistic/trinity_contig_exn50_statistic/2.15.1+galaxy0,Compute contig Ex90N50 statistic and Ex90 transcript count,2.15.1+galaxy0,from a Trinity assembly,[],,[],[],,True,"[{'value': 'trinity', 'type': 'bio.tools'}]","['2.8.5', '2.9.1', '2.15.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftrinity_contig_exn50_statistic%2Ftrinity_contig_exn50_statistic%2F2.15.1%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,trinity_contig_exn50_statistic,iuc,870ac06dff8e,toolshed.g2.bx.psu.edu,Compute contig Ex90N50 statistic and Ex90 transcript count from a Trinity assembly RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/trinity_abundance_estimates_to_matrix/trinity_abundance_estimates_to_matrix/2.15.1+galaxy0,Build expression matrix,2.15.1+galaxy0,for a de novo assembly of RNA-Seq data by Trinity,[],,[],[],,True,"[{'value': 'trinity', 'type': 'bio.tools'}]","['2.8.5', '2.9.1', '2.15.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftrinity_abundance_estimates_to_matrix%2Ftrinity_abundance_estimates_to_matrix%2F2.15.1%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,trinity_abundance_estimates_to_matrix,iuc,ba3720d7e68b,toolshed.g2.bx.psu.edu,Build expression matrix for a de novo assembly of RNA-Seq data by Trinity RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/trinity_super_transcripts/trinity_super_transcripts/2.15.1+galaxy0,Generate SuperTranscripts,2.15.1+galaxy0,from a Trinity assembly,[],,[],[],,True,"[{'value': 'trinity', 'type': 'bio.tools'}]","['2.8.5', '2.9.1', '2.15.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftrinity_super_transcripts%2Ftrinity_super_transcripts%2F2.15.1%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,trinity_super_transcripts,iuc,5c1fc038df6b,toolshed.g2.bx.psu.edu,Generate SuperTranscripts from a Trinity assembly RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/trinity_run_de_analysis/trinity_run_de_analysis/2.15.1+galaxy0,Differential expression analysis,2.15.1+galaxy0,using a Trinity assembly,[],,[],[],,True,"[{'value': 'trinity', 'type': 'bio.tools'}]","['2.8.5', '2.9.1', '2.15.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftrinity_run_de_analysis%2Ftrinity_run_de_analysis%2F2.15.1%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,trinity_run_de_analysis,iuc,24e94d84adc9,toolshed.g2.bx.psu.edu,Differential expression analysis using a Trinity assembly RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie/3.0.3+galaxy1,StringTie,3.0.3+galaxy1,transcript assembly and quantification,[],,[],[],,True,"[{'value': 'stringtie', 'type': 'bio.tools'}]","['1.0.3', '1.1.0', '1.2.3', '1.3.3', '1.3.3.1', '1.3.3.2', '1.3.4', '1.3.6', '2.1.1', '2.1.7+galaxy1', '2.2.1+galaxy0', '2.2.1+galaxy1', '2.2.2+galaxy0', '2.2.3+galaxy0', '3.0.3+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fstringtie%2Fstringtie%2F3.0.3%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,stringtie,iuc,92198ab2345f,toolshed.g2.bx.psu.edu,StringTie transcript assembly and quantification RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/stringtie/stringtie_merge/3.0.3+galaxy1,StringTie merge,3.0.3+galaxy1,transcripts,[],,[],[],,True,"[{'value': 'stringtie', 'type': 'bio.tools'}]","['0.1.0', '1.3.3', '1.3.4', '1.3.6', '2.1.1', '2.1.7+galaxy1', '2.2.1+galaxy0', '2.2.1+galaxy1', '2.2.2+galaxy0', '2.2.3+galaxy0', '3.0.3+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fstringtie%2Fstringtie_merge%2F3.0.3%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,stringtie,iuc,92198ab2345f,toolshed.g2.bx.psu.edu,StringTie merge transcripts RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/tximport/tximport/1.30.0,tximport,1.30.0,Summarize transcript-level estimates for gene-level analysis,[],,[],[],,True,"[{'value': 'tximport', 'type': 'bio.tools'}, {'value': 'tximport', 'type': 'bioconductor'}]","['0.1', '1.22.0', '1.30.0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftximport%2Ftximport%2F1.30.0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,tximport,iuc,0bcc35b10569,toolshed.g2.bx.psu.edu,tximport Summarize transcript-level estimates for gene-level analysis RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/qualimap_counts/qualimap_counts/2.3+galaxy0,QualiMap Counts QC,2.3+galaxy0,,[],,[],[],,True,"[{'value': 'qualimap', 'type': 'bio.tools'}]","['2.2.2d', '2.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fqualimap_counts%2Fqualimap_counts%2F2.3%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,qualimap_counts,iuc,72927fc9e9ed,toolshed.g2.bx.psu.edu,QualiMap Counts QC  RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/qualimap_rnaseq/qualimap_rnaseq/2.3+galaxy0,QualiMap RNA-Seq QC,2.3+galaxy0,,[],,[],[],,True,"[{'value': 'qualimap', 'type': 'bio.tools'}]","['2.2.2d+galaxy1', '2.3+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fqualimap_rnaseq%2Fqualimap_rnaseq%2F2.3%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,qualimap_rnaseq,iuc,35e00077ba61,toolshed.g2.bx.psu.edu,QualiMap RNA-Seq QC  RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/pizzly/pizzly/0.37.3.1,pizzly,0.37.3.1,- fast fusion detection using kallisto,[],,[],[],,True,"[{'value': 'pizzly', 'type': 'bio.tools'}]",['0.37.3.1'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fpizzly%2Fpizzly%2F0.37.3.1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,pizzly,iuc,91ef4a171202,toolshed.g2.bx.psu.edu,pizzly - fast fusion detection using kallisto RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/masigpro/masigpro/1.49.3.1+galaxy1,maSigPro,1.49.3.1+galaxy1,Significant Gene Expression Profile Differences in Time Course Gene Expression Data,[],,[],[],,True,"[{'value': 'masigpro', 'type': 'bio.tools'}]","['1.49.3.1+galaxy0', '1.49.3.1+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmasigpro%2Fmasigpro%2F1.49.3.1%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,masigpro,iuc,83f8b5ceff43,toolshed.g2.bx.psu.edu,maSigPro Significant Gene Expression Profile Differences in Time Course Gene Expression Data RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/idr/idr/2.0.3,IDR,2.0.3,compare ranked list of identifications,[],,[],[],,True,"[{'value': 'idr', 'type': 'bio.tools'}]",['2.0.3'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fidr%2Fidr%2F2.0.3,-1,galaxy_main,True,rna_seq,RNA-seq,regular,idr,iuc,ead35c868b99,toolshed.g2.bx.psu.edu,IDR compare ranked list of identifications RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/heinz/heinz_visualization/0.1.1,Visualize,0.1.1,the optimal scoring subnetwork,[],,[],[],,True,"[{'value': 'heinz', 'type': 'bio.tools'}]",['0.1.1'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fheinz%2Fheinz_visualization%2F0.1.1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,heinz,iuc,2b80a2596064,toolshed.g2.bx.psu.edu,Visualize the optimal scoring subnetwork RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/heinz/heinz_bum/1.0,Fit a BUM model,1.0,with p-values,[],,[],[],,True,"[{'value': 'heinz', 'type': 'bio.tools'}]",['1.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fheinz%2Fheinz_bum%2F1.0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,heinz,iuc,2b80a2596064,toolshed.g2.bx.psu.edu,Fit a BUM model with p-values RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/heinz/heinz/1.0,Identify optimal scoring subnetwork,1.0,using Heinz,[],,[],[],,True,"[{'value': 'heinz', 'type': 'bio.tools'}]",['1.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fheinz%2Fheinz%2F1.0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,heinz,iuc,2b80a2596064,toolshed.g2.bx.psu.edu,Identify optimal scoring subnetwork using Heinz RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/heinz/heinz_scoring/1.0,Calculate a Heinz score,1.0,for each node,[],,[],[],,True,"[{'value': 'heinz', 'type': 'bio.tools'}]",['1.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fheinz%2Fheinz_scoring%2F1.0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,heinz,iuc,2b80a2596064,toolshed.g2.bx.psu.edu,Calculate a Heinz score for each node RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/deg_annotate/deg_annotate/1.1.0+galaxy1,Annotate DESeq2/DEXSeq output tables,1.1.0+galaxy1,Append annotation from GTF to differential expression tool outputs,[],,[],[],,True,"[{'value': 'deg_annotate', 'type': 'bio.tools'}]","['1.1.0', '1.1.0+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fdeg_annotate%2Fdeg_annotate%2F1.1.0%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,deg_annotate,iuc,e81fbbea6e8f,toolshed.g2.bx.psu.edu,Annotate DESeq2/DEXSeq output tables Append annotation from GTF to differential expression tool outputs RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/crosscontamination_barcode_filter/crosscontamination_barcode_filter/0.3,Cross-contamination Barcode Filter,0.3,for use in plate-based barcoded analyses,[],,[],[],,True,[],['0.3'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fcrosscontamination_barcode_filter%2Fcrosscontamination_barcode_filter%2F0.3,-1,galaxy_main,True,rna_seq,RNA-seq,regular,crosscontamination_barcode_filter,iuc,5ade5cf200da,toolshed.g2.bx.psu.edu,Cross-contamination Barcode Filter for use in plate-based barcoded analyses RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/gffcompare/gffcompare/0.12.10+galaxy0,GffCompare,0.12.10+galaxy0,Compare assembled transcripts to a reference annotation,[],,[],[],,True,"[{'value': 'gffcompare', 'type': 'bio.tools'}]","['0.11.2', '0.12.6+galaxy0', '0.12.9+galaxy0', '0.12.10+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fgffcompare%2Fgffcompare%2F0.12.10%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,gffcompare,iuc,a3e78550e42e,toolshed.g2.bx.psu.edu,GffCompare Compare assembled transcripts to a reference annotation RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq/1.48.0+galaxy1,DEXSeq,1.48.0+galaxy1,Determines differential exon usage from count tables,[],,[],[],,True,"[{'value': 'dexseq', 'type': 'bio.tools'}, {'value': 'dexseq', 'type': 'bioconductor'}]","['1.20.1', '1.24.0.0', '1.28.1+galaxy1', '1.28.1+galaxy2', '1.44+galaxy0', '1.48.0+galaxy0', '1.48.0+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fdexseq%2Fdexseq%2F1.48.0%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,dexseq,iuc,74ec758e63a4,toolshed.g2.bx.psu.edu,DEXSeq Determines differential exon usage from count tables RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/dexseq_count/1.48.0+galaxy1,DEXSeq-Count,1.48.0+galaxy1,Prepare and count exon abundancies from RNA-seq data,[],,[],[],,True,"[{'value': 'dexseq', 'type': 'bio.tools'}, {'value': 'dexseq', 'type': 'bioconductor'}]","['1.20.1', '1.24.0.0', '1.28.1.0', '1.28.1.1', '1.44+galaxy0', '1.48.0+galaxy0', '1.48.0+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fdexseq%2Fdexseq_count%2F1.48.0%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,dexseq,iuc,74ec758e63a4,toolshed.g2.bx.psu.edu,DEXSeq-Count Prepare and count exon abundancies from RNA-seq data RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/dexseq/plotdexseq/1.48.0+galaxy1,plotDEXSeq,1.48.0+galaxy1,Visualization of the per gene DEXSeq results,[],,[],[],,True,"[{'value': 'dexseq', 'type': 'bio.tools'}, {'value': 'dexseq', 'type': 'bioconductor'}]","['1.28.1.0', '1.28.1.1', '1.44+galaxy0', '1.48.0+galaxy0', '1.48.0+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fdexseq%2Fplotdexseq%2F1.48.0%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,dexseq,iuc,74ec758e63a4,toolshed.g2.bx.psu.edu,plotDEXSeq Visualization of the per gene DEXSeq results RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/lparsons/htseq_count/htseq_count/2.1.2+galaxy0,htseq-count,2.1.2+galaxy0,- Count aligned reads in a BAM file that overlap features in a GFF file,[],,[],[],,True,"[{'value': 'htseq', 'type': 'bio.tools'}]","['0.6.1galaxy3', '0.9.1', '0.9.1+galaxy1', '2.0.5+galaxy0', '2.0.9+galaxy0', '2.1.2+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Flparsons%2Fhtseq_count%2Fhtseq_count%2F2.1.2%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,htseq_count,lparsons,fb117b3ee99a,toolshed.g2.bx.psu.edu,htseq-count - Count aligned reads in a BAM file that overlap features in a GFF file RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/brew3r_r/brew3r_r/1.0.2+galaxy1,BREW3R.r,1.0.2+galaxy1,Extend GTF,[],,[],[],,True,"[{'value': 'brew3r.r', 'type': 'bio.tools'}, {'value': 'BREW3R.r', 'type': 'bioconductor'}]","['1.0.1+galaxy0', '1.0.2+galaxy0', '1.0.2+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fbrew3r_r%2Fbrew3r_r%2F1.0.2%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,brew3r_r,iuc,d3b0390f325f,toolshed.g2.bx.psu.edu,BREW3R.r Extend GTF RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/cemitool/cemitool/1.34.0+galaxy0,CEMiTool,1.34.0+galaxy0,gene co-expression network analyses,[],,[],[],,True,"[{'value': 'cemitool', 'type': 'bio.tools'}]","['1.18.1+galaxy0', '1.26.0+galaxy0', '1.30.0+galaxy0', '1.34.0+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fcemitool%2Fcemitool%2F1.34.0%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,cemitool,iuc,c312b506ee6f,toolshed.g2.bx.psu.edu,CEMiTool gene co-expression network analyses RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/ngsderive_strandedness/ngsderive_strandedness/4.0.0+galaxy0,ngsderive strandedness,4.0.0+galaxy0,infers strandedness from RNA-seq BAM files,[],,[],[],,True,[],['4.0.0+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fngsderive_strandedness%2Fngsderive_strandedness%2F4.0.0%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,ngsderive_strandedness,iuc,bb8409cb3005,toolshed.g2.bx.psu.edu,ngsderive strandedness infers strandedness from RNA-seq BAM files RNA-seq
