model_class,id,name,version,description,labels,icon,edam_operations,edam_topics,hidden,is_workflow_compatible,xrefs,versions,hidden_versions,link,min_width,target,has_parameters,panel_section_id,panel_section_name,form_style,tool_shed_repository.name,tool_shed_repository.owner,tool_shed_repository.changeset_revision,tool_shed_repository.tool_shed,tool_text
Tool,toolshed.g2.bx.psu.edu/repos/iuc/isoformswitchanalyzer/isoformswitchanalyzer/1.20.0+galaxy6,IsoformSwitchAnalyzeR,1.20.0+galaxy6,statistical identification of isoform switching,[],,[],[],,True,"[{'value': 'IsoformSwitchAnalyzeR', 'type': 'bio.tools'}, {'value': 'isoformswitchanalyzer', 'type': 'bioconductor'}]","['1.20.0+galaxy5', '1.20.0+galaxy6']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fisoformswitchanalyzer%2Fisoformswitchanalyzer%2F1.20.0%2Bgalaxy6,-1,galaxy_main,True,rna_seq,RNA-seq,regular,isoformswitchanalyzer,iuc,d3377a16d881,toolshed.g2.bx.psu.edu,IsoformSwitchAnalyzeR statistical identification of isoform switching RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/bgruening/sailfish/sailfish/0.10.1.1,Sailfish,0.10.1.1,transcript quantification from RNA-seq data,[],,[],[],,True,"[{'value': 'sailfish', 'type': 'bio.tools'}]","['0.7.6.0', '0.10.1.1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fbgruening%2Fsailfish%2Fsailfish%2F0.10.1.1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,sailfish,bgruening,a8f343909c17,toolshed.g2.bx.psu.edu,Sailfish transcript quantification from RNA-seq data RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/iterative_map_pipeline/1.0,Iterative Mapping,1.0,iteratively maps the raw reads of RNA structural data to the reference transcriptome,[],,[],[],,True,[],['1.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Ftyty%2Fstructurefold%2Fiterative_map_pipeline%2F1.0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,structurefold,tyty,7bb98e9296e9,toolshed.g2.bx.psu.edu,Iterative Mapping iteratively maps the raw reads of RNA structural data to the reference transcriptome RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/get_read_pipeline/1.0,Get RT Stop Counts,1.0,derives the reverse transcriptase (RT) stop count on each nucleotide from a mapped file provided by the Iterative Mapping module,[],,[],[],,True,[],['1.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Ftyty%2Fstructurefold%2Fget_read_pipeline%2F1.0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,structurefold,tyty,7bb98e9296e9,toolshed.g2.bx.psu.edu,Get RT Stop Counts derives the reverse transcriptase (RT) stop count on each nucleotide from a mapped file provided by the Iterative Mapping module RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/react_cal_pipeline/1.0,Reactivity Calculation,1.0,calculates structural reactivity on each nucleotide based on RT stop counts from the Get RT Stop Counts module,[],,[],[],,True,[],['1.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Ftyty%2Fstructurefold%2Freact_cal_pipeline%2F1.0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,structurefold,tyty,7bb98e9296e9,toolshed.g2.bx.psu.edu,Reactivity Calculation calculates structural reactivity on each nucleotide based on RT stop counts from the Get RT Stop Counts module RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/tyty/structurefold/predict_pipeline/1.0,RNA Structure Prediction,1.0,predict RNA structures with or without experimental constraints from the Reactivity Calculation module,[],,[],[],,True,[],['1.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Ftyty%2Fstructurefold%2Fpredict_pipeline%2F1.0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,structurefold,tyty,7bb98e9296e9,toolshed.g2.bx.psu.edu,RNA Structure Prediction predict RNA structures with or without experimental constraints from the Reactivity Calculation module RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/rnateam/mirdeep2_mapper/rbc_mirdeep2_mapper/2.0.0.8.1,MiRDeep2 Mapper,2.0.0.8.1,process and map reads to a reference genome,[],,[],[],,True,"[{'value': 'mirdeep2', 'type': 'bio.tools'}]","['2.0.0', '2.0.0.8.1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Frnateam%2Fmirdeep2_mapper%2Frbc_mirdeep2_mapper%2F2.0.0.8.1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,mirdeep2_mapper,rnateam,dbbe92348c7a,toolshed.g2.bx.psu.edu,MiRDeep2 Mapper process and map reads to a reference genome RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/rnateam/mirdeep2_quantifier/rbc_mirdeep2_quantifier/2.0.0,MiRDeep2 Quantifier,2.0.0,fast quantitation of reads mapping to known miRBase precursors,[],,[],[],,True,"[{'value': 'mirdeep2', 'type': 'bio.tools'}]",['2.0.0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Frnateam%2Fmirdeep2_quantifier%2Frbc_mirdeep2_quantifier%2F2.0.0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,mirdeep2_quantifier,rnateam,d5ea61ff12eb,toolshed.g2.bx.psu.edu,MiRDeep2 Quantifier fast quantitation of reads mapping to known miRBase precursors RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/rnateam/mirdeep2/rbc_mirdeep2/2.0.1.2+galaxy0,MiRDeep2,2.0.1.2+galaxy0,identification of novel and known miRNAs,[],,[],[],,True,"[{'value': 'mirdeep2', 'type': 'bio.tools'}]",['2.0.1.2+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Frnateam%2Fmirdeep2%2Frbc_mirdeep2%2F2.0.1.2%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,mirdeep2,rnateam,6a17e1229b9f,toolshed.g2.bx.psu.edu,MiRDeep2 identification of novel and known miRNAs RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/trinity_gene_to_trans_map/trinity_gene_to_trans_map/2.15.1+galaxy0,Generate gene to transcript map,2.15.1+galaxy0,for Trinity assembly,[],,[],[],,True,"[{'value': 'trinity', 'type': 'bio.tools'}]","['2.9.1', '2.15.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftrinity_gene_to_trans_map%2Ftrinity_gene_to_trans_map%2F2.15.1%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,trinity_gene_to_trans_map,iuc,7c7fbf13aadd,toolshed.g2.bx.psu.edu,Generate gene to transcript map for Trinity assembly RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/rnateam/targetfinder/targetfinder/1.7.0+galaxy1,TargetFinder,1.7.0+galaxy1,plant small RNA target prediction tool,[],,['operation_0292'],"['topic_3170', 'topic_3308']",,True,"[{'value': 'targetfinder.org', 'type': 'bio.tools'}]",['1.7.0+galaxy1'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Frnateam%2Ftargetfinder%2Ftargetfinder%2F1.7.0%2Bgalaxy1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,targetfinder,rnateam,c9d56748fbde,toolshed.g2.bx.psu.edu,TargetFinder plant small RNA target prediction tool RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/chira_collapse/chira_collapse/1.4.31,ChiRA collapse,1.4.31,deduplicate fastq reads,[],,[],[],,True,"[{'value': 'chira', 'type': 'bio.tools'}]","['1.4.3+galaxy0', '1.4.31']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fchira_collapse%2Fchira_collapse%2F1.4.31,-1,galaxy_main,True,rna_seq,RNA-seq,regular,chira_collapse,iuc,05996586c8b3,toolshed.g2.bx.psu.edu,ChiRA collapse deduplicate fastq reads RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/chira_extract/chira_extract/1.4.31,ChiRA extract,1.4.31,extrat the chimeras,[],,[],[],,True,"[{'value': 'chira', 'type': 'bio.tools'}]","['1.4.3+galaxy0', '1.4.31']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fchira_extract%2Fchira_extract%2F1.4.31,-1,galaxy_main,True,rna_seq,RNA-seq,regular,chira_extract,iuc,73d2b7a8d94b,toolshed.g2.bx.psu.edu,ChiRA extract extrat the chimeras RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/chira_map/chira_map/1.4.30,ChiRA map,1.4.30,map reads to trascriptome,[],,[],[],,True,"[{'value': 'chira', 'type': 'bio.tools'}]","['1.4.3+galaxy0', '1.4.30']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fchira_map%2Fchira_map%2F1.4.30,-1,galaxy_main,True,rna_seq,RNA-seq,regular,chira_map,iuc,7925dd016f53,toolshed.g2.bx.psu.edu,ChiRA map map reads to trascriptome RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/chira_merge/chira_merge/1.4.30,ChiRA merge,1.4.30,merge aligned positions,[],,[],[],,True,"[{'value': 'chira', 'type': 'bio.tools'}]","['1.4.3+galaxy0', '1.4.30']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fchira_merge%2Fchira_merge%2F1.4.30,-1,galaxy_main,True,rna_seq,RNA-seq,regular,chira_merge,iuc,9930af9d17f8,toolshed.g2.bx.psu.edu,ChiRA merge merge aligned positions RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/chira_quantify/chira_quantify/1.4.30,ChiRA qauntify,1.4.30,quantify aligned loci to score the alignments,[],,[],[],,True,"[{'value': 'chira', 'type': 'bio.tools'}]","['1.4.3+galaxy0', '1.4.30']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fchira_quantify%2Fchira_quantify%2F1.4.30,-1,galaxy_main,True,rna_seq,RNA-seq,regular,chira_quantify,iuc,38d2b1f38992,toolshed.g2.bx.psu.edu,ChiRA qauntify quantify aligned loci to score the alignments RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/rnateam/blockbuster/blockbuster/0.1.2,blockbuster,0.1.2,detects blocks of overlapping reads using a gaussian-distribution approach,[],,[],[],,True,"[{'value': 'blockbuster', 'type': 'bio.tools'}]",['0.1.2'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Frnateam%2Fblockbuster%2Fblockbuster%2F0.1.2,-1,galaxy_main,True,rna_seq,RNA-seq,regular,blockbuster,rnateam,7c7ff7a3503f,toolshed.g2.bx.psu.edu,blockbuster detects blocks of overlapping reads using a gaussian-distribution approach RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/rnateam/blockclust/blockclust/1.1.1,BlockClust,1.1.1,efficient clustering and classification of non-coding RNAs from short read RNA-seq profiles,[],,[],[],,True,[],"['1.1.0', '1.1.1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Frnateam%2Fblockclust%2Fblockclust%2F1.1.1,-1,galaxy_main,True,rna_seq,RNA-seq,regular,blockclust,rnateam,dbb6ee3179bc,toolshed.g2.bx.psu.edu,BlockClust efficient clustering and classification of non-coding RNAs from short read RNA-seq profiles RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/iuc/trinity_samples_qccheck/trinity_samples_qccheck/2.15.1+galaxy0,RNASeq samples quality check,2.15.1+galaxy0,for transcript quantification,[],,[],[],,True,"[{'value': 'trinity', 'type': 'bio.tools'}]",['2.15.1+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Ftrinity_samples_qccheck%2Ftrinity_samples_qccheck%2F2.15.1%2Bgalaxy0,-1,galaxy_main,True,rna_seq,RNA-seq,regular,trinity_samples_qccheck,iuc,04bb8bb7c198,toolshed.g2.bx.psu.edu,RNASeq samples quality check for transcript quantification RNA-seq
Tool,toolshed.g2.bx.psu.edu/repos/devteam/clustalw/clustalw/2.1+galaxy1,ClustalW,2.1+galaxy1,multiple sequence alignment program for DNA or proteins,[],,[],[],,True,"[{'value': 'clustal2', 'type': 'bio.tools'}]","['0.1', '2.1', '2.1+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fdevteam%2Fclustalw%2Fclustalw%2F2.1%2Bgalaxy1,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,clustalw,devteam,5b097fde95dd,toolshed.g2.bx.psu.edu,ClustalW multiple sequence alignment program for DNA or proteins Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/kc_align/kc-align/1.0.2+galaxy1,Kc-Align,1.0.2+galaxy1,,[],,[],[],,True,"[{'value': 'kc-align', 'type': 'bio.tools'}]","['0.1.0', '0.1.2', '0.1.3', '0.1.4', '0.1.5', '0.1.6', '0.1.7', '0.2', '1.0', '1.0.2', '1.0.2+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fkc_align%2Fkc-align%2F1.0.2%2Bgalaxy1,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,kc_align,iuc,97476dfde728,toolshed.g2.bx.psu.edu,Kc-Align  Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/sina/sina/1.7.2+galaxy0,SINA,1.7.2+galaxy0,reference based multiple sequence alignment,[],,[],[],,True,"[{'value': 'sina', 'type': 'bio.tools'}]","['1.5.0+galaxy1', '1.7.1+galaxy0', '1.7.2+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fsina%2Fsina%2F1.7.2%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,sina,iuc,56d7dc39eec8,toolshed.g2.bx.psu.edu,SINA reference based multiple sequence alignment Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mummer_nucmer/mummer_nucmer/4.0.1+galaxy0,Nucmer,4.0.1+galaxy0,Align two or more sequences,[],,[],[],,True,"[{'value': 'mummer4', 'type': 'bio.tools'}]","['4.0.0beta2', '4.0.0beta2+galaxy0', '4.0.0beta2+galaxy1', '4.0.0rc1+galaxy2', '4.0.0rc1+galaxy3', '4.0.0+galaxy1', '4.0.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmummer_nucmer%2Fmummer_nucmer%2F4.0.1%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,mummer_nucmer,iuc,2d2fe522553d,toolshed.g2.bx.psu.edu,Nucmer Align two or more sequences Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummerplot/mummer_mummerplot/4.0.1+galaxy0,Mummerplot,4.0.1+galaxy0,Generate 2-D dotplot of aligned sequences,[],,[],[],,True,"[{'value': 'mummer4', 'type': 'bio.tools'}]","['4.0.0beta2', '4.0.0beta2+galaxy0', '4.0.0beta2+galaxy1', '4.0.0rc1+galaxy2', '4.0.0rc1+galaxy3', '4.0.0+galaxy1', '4.0.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmummer_mummerplot%2Fmummer_mummerplot%2F4.0.1%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,mummer_mummerplot,iuc,75e15ee43896,toolshed.g2.bx.psu.edu,Mummerplot Generate 2-D dotplot of aligned sequences Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mummer_show_coords/mummer_show_coords/4.0.1+galaxy0,Show-Coords,4.0.1+galaxy0,Parse delta file and report coordinates and other information,[],,[],[],,True,"[{'value': 'mummer4', 'type': 'bio.tools'}]","['4.0.0beta2', '4.0.0beta2+galaxy0', '4.0.0beta2+galaxy1', '4.0.0rc1+galaxy2', '4.0.0rc1+galaxy3', '4.0.0+galaxy1', '4.0.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmummer_show_coords%2Fmummer_show_coords%2F4.0.1%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,mummer_show_coords,iuc,59f156f7f3c7,toolshed.g2.bx.psu.edu,Show-Coords Parse delta file and report coordinates and other information Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mummer_dnadiff/mummer_dnadiff/4.0.1+galaxy0,DNAdiff,4.0.1+galaxy0,Evaluate similarities/differences between two sequences,[],,[],[],,True,"[{'value': 'mummer4', 'type': 'bio.tools'}]","['4.0.0beta2', '4.0.0beta2+galaxy0', '4.0.0beta2+galaxy1', '4.0.0rc1+galaxy2', '4.0.0rc1+galaxy3', '4.0.0+galaxy1', '4.0.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmummer_dnadiff%2Fmummer_dnadiff%2F4.0.1%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,mummer_dnadiff,iuc,b03f8fcbd240,toolshed.g2.bx.psu.edu,DNAdiff Evaluate similarities/differences between two sequences Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mummer_mummer/mummer_mummer/4.0.1+galaxy0,Mummer,4.0.1+galaxy0,Align two or more sequences,[],,[],[],,True,"[{'value': 'mummer4', 'type': 'bio.tools'}]","['4.0.0beta2', '4.0.0beta2+galaxy0', '4.0.0beta2+galaxy1', '4.0.0rc1+galaxy2', '4.0.0rc1+galaxy3', '4.0.0+galaxy1', '4.0.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmummer_mummer%2Fmummer_mummer%2F4.0.1%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,mummer_mummer,iuc,355f84a894bf,toolshed.g2.bx.psu.edu,Mummer Align two or more sequences Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mummer_delta_filter/mummer_delta_filter/4.0.1+galaxy0,Delta-Filter,4.0.1+galaxy0,Filters alignment (delta) file from nucmer,[],,[],[],,True,"[{'value': 'mummer4', 'type': 'bio.tools'}]","['4.0.0beta2', '4.0.0beta2+galaxy0', '4.0.0beta2+galaxy1', '4.0.0rc1+galaxy2', '4.0.0rc1+galaxy3', '4.0.0+galaxy1', '4.0.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmummer_delta_filter%2Fmummer_delta_filter%2F4.0.1%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,mummer_delta_filter,iuc,814ebb1fb04b,toolshed.g2.bx.psu.edu,Delta-Filter Filters alignment (delta) file from nucmer Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/interval2maf/Interval2Maf1/1.0.1+galaxy1,Extract MAF blocks,1.0.1+galaxy1,given a set of genomic intervals,[],,[],[],,True,"[{'value': 'bx-python', 'type': 'bio.tools'}]","['1.0.1', '1.0.1+galaxy0', '1.0.1+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Finterval2maf%2FInterval2Maf1%2F1.0.1%2Bgalaxy1,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,interval2maf,iuc,7adddc6015c1,toolshed.g2.bx.psu.edu,Extract MAF blocks given a set of genomic intervals Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/maf_stats/maf_stats1/1.0.2+galaxy0,MAF Coverage Stats,1.0.2+galaxy0,Alignment coverage information,[],,[],[],,True,[],"['1.0.1', '1.0.1+galaxy0', '1.0.2+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmaf_stats%2Fmaf_stats1%2F1.0.2%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,maf_stats,iuc,87c1c223c704,toolshed.g2.bx.psu.edu,MAF Coverage Stats Alignment coverage information Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/genebed_maf_to_fasta/GeneBed_Maf_Fasta2/1.0.1+galaxy0,Stitch Gene blocks,1.0.1+galaxy0,given a set of coding exon intervals,[],,[],[],,True,[],"['1.0.1', '1.0.1+galaxy0']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fgenebed_maf_to_fasta%2FGeneBed_Maf_Fasta2%2F1.0.1%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,genebed_maf_to_fasta,iuc,e25ee6bac872,toolshed.g2.bx.psu.edu,Stitch Gene blocks given a set of coding exon intervals Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft_add/7.526+galaxy2,MAFFT add,7.526+galaxy2,"Align a sequence,alignment or fragments to an existing alignment.",[],,[],[],,True,"[{'value': 'MAFFT', 'type': 'bio.tools'}]","['7.489+galaxy0', '7.508+galaxy0', '7.508+galaxy1', '7.520+galaxy0', '7.526+galaxy0', '7.526+galaxy1', '7.526+galaxy2']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Frnateam%2Fmafft%2Frbc_mafft_add%2F7.526%2Bgalaxy2,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,mafft,rnateam,0a507f4bd19a,toolshed.g2.bx.psu.edu,"MAFFT add Align a sequence,alignment or fragments to an existing alignment. Multiple Alignments"
Tool,toolshed.g2.bx.psu.edu/repos/rnateam/mafft/rbc_mafft/7.526+galaxy2,MAFFT,7.526+galaxy2,Multiple alignment program for amino acid or nucleotide sequences,[],,[],[],,True,"[{'value': 'MAFFT', 'type': 'bio.tools'}]","['7.221.1', '7.221.3', '7.489+galaxy0', '7.508+galaxy0', '7.508+galaxy1', '7.520+galaxy0', '7.526+galaxy0', '7.526+galaxy1', '7.526+galaxy2']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Frnateam%2Fmafft%2Frbc_mafft%2F7.526%2Bgalaxy2,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,mafft,rnateam,0a507f4bd19a,toolshed.g2.bx.psu.edu,MAFFT Multiple alignment program for amino acid or nucleotide sequences Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mashmap/mashmap/3.1.3+galaxy0,mashmap,3.1.3+galaxy0,Fast local alignment boundaries,[],,[],[],,True,[],['3.1.3+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmashmap%2Fmashmap%2F3.1.3%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,mashmap,iuc,a3a6b0b31f2d,toolshed.g2.bx.psu.edu,mashmap Fast local alignment boundaries Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/ucsc_mafaddirows/ucsc_mafaddirows/482+galaxy0,mafAddIRows,482+galaxy0,Add i rows to a MAF file,[],,[],[],,True,[],['482+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fucsc_mafaddirows%2Fucsc_mafaddirows%2F482%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,ucsc_mafaddirows,iuc,0c8a176cd7ca,toolshed.g2.bx.psu.edu,mafAddIRows Add i rows to a MAF file Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/ucsc_mafcoverage/ucsc_mafcoverage/482+galaxy0,mafCoverage,482+galaxy0,Analyse coverage by MAF files,[],,[],[],,True,[],['482+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fucsc_mafcoverage%2Fucsc_mafcoverage%2F482%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,ucsc_mafcoverage,iuc,7ca2e72f9194,toolshed.g2.bx.psu.edu,mafCoverage Analyse coverage by MAF files Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/ucsc_maffetch/ucsc_maffetch/482+galaxy0,mafFetch,482+galaxy0,Get overlapping records from an MAF using an index table,[],,[],[],,True,[],['482+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fucsc_maffetch%2Fucsc_maffetch%2F482%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,ucsc_maffetch,iuc,8060cd2f5983,toolshed.g2.bx.psu.edu,mafFetch Get overlapping records from an MAF using an index table Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/ucsc_maffilter/ucsc_mafFilter/482+galaxy0,mafFilter,482+galaxy0,Filter MAF files based on various criteria,[],,[],[],,True,[],['482+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fucsc_maffilter%2Fucsc_mafFilter%2F482%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,ucsc_maffilter,iuc,fb6c3ba3a084,toolshed.g2.bx.psu.edu,mafFilter Filter MAF files based on various criteria Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/ucsc_maffrags/ucsc_maffrags/482+galaxy0,mafFrags,482+galaxy0,Extract MAFs from regions specified in a BED file,[],,[],[],,True,[],['482+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fucsc_maffrags%2Fucsc_maffrags%2F482%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,ucsc_maffrags,iuc,5481c3cfacc3,toolshed.g2.bx.psu.edu,mafFrags Extract MAFs from regions specified in a BED file Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/mmseqs2_easy_linclust_clustering/mmseqs2_easy_linclust_clustering/17-b804f+galaxy1,MMseqs2 easy-linclust,17-b804f+galaxy1,of very large datasets,[],,[],[],,True,"[{'value': 'MMseqs2', 'type': 'bio.tools'}]","['17-b804f+galaxy0', '17-b804f+galaxy1']",[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fmmseqs2_easy_linclust_clustering%2Fmmseqs2_easy_linclust_clustering%2F17-b804f%2Bgalaxy1,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,mmseqs2_easy_linclust_clustering,iuc,1bc9b91a91fd,toolshed.g2.bx.psu.edu,MMseqs2 easy-linclust of very large datasets Multiple Alignments
Tool,toolshed.g2.bx.psu.edu/repos/iuc/cawlign/cawlign/0.1.15+galaxy0,cawlign,0.1.15+galaxy0,Codon-aware (pairwise) alignment,[],,[],[],,True,[],['0.1.15+galaxy0'],[],/tool_runner?tool_id=toolshed.g2.bx.psu.edu%2Frepos%2Fiuc%2Fcawlign%2Fcawlign%2F0.1.15%2Bgalaxy0,-1,galaxy_main,True,multiple_alignments,Multiple Alignments,regular,cawlign,iuc,1cd8a25117c1,toolshed.g2.bx.psu.edu,cawlign Codon-aware (pairwise) alignment Multiple Alignments
